Song_name,Response
"(Sittin') Alone At A Table For Two"""" - Hank Locklin","The song ""Sittin' Alone at a Table For Two"" by Hank Locklin has a melancholic, nostalgic vibe. It will make you feel like you are in a bittersweet moment of longing and reflection. It will make you feel like the kind of film character who is struggling to come to terms with a past heartbreak, but still has hope for the future."
Deckard - Deckard,"Deckard has a very mysterious, suspenseful, and dark vibe. It would make you feel like you're in a world of mystery and intrigue, and like you're on the edge of something big. It would make you feel like a film noir detective, like a character from a classic detective movie like Chinatown or The Maltese Falcon."
Coming Undone - Tantric,"Coming Undone by Tantric has a dark, melancholic feel to it. It will evoke a sense of deep sadness and longing in you. It will make you feel like a character in a film who is struggling to cope with a difficult situation or a complicated past. It will make you feel like a character who is struggling to find their way back to a place of peace and understanding."
Like A Deck Of Cards - Bedwetters,"Like A Deck Of Cards by Bedwetters has a very melancholic and reflective vibe. It would make you feel contemplative and introspective, as if you are looking back on a past experience. It would make you feel like a film character who is reflecting on a past mistake or regret, examining the choices they have made and wondering what could have been."
Here we are - The Refreshments,"The song Here We Are by The Refreshments has an upbeat, energetic vibe that will make you feel excited and ready to take on the world. It has a positive and uplifting tone that will make you feel like a determined and courageous movie hero ready to take on any challenge."
Tranceplant - Organ Donors,The song Tranceplant - Organ Donors has a very upbeat and energetic vibe. It would make you feel energized and ready to take on anything. It would make you feel like an action hero or a superhero who is ready to take on any challenge. The upbeat tempo and the powerful synths would make you feel like a fearless warrior.
Summer Love Triangle - David Tao,"Summer Love Triangle by David Tao has a light, breezy, and romantic vibe. It will make you feel hopeful and uplifted, and it will make you feel like a classic romantic film character who is in the midst of a complicated love triangle."
"Don't Mess With Me (2006 Digital Remaster)"""" - Whitesnake","Don't Mess With Me (2006 Digital Remaster) by Whitesnake has a powerful, confident, and determined vibe. It will make you feel empowered and strong, and it will make you feel like an action movie hero, ready to take on any challenge."
Apples in the Trees (Live) - Mirah,"Apples in the Trees (Live) by Mirah is a very dreamy and calming song. It has a gentle, whimsical feel that would make you feel relaxed and in a peaceful state of mind. The song has a hauntingly beautiful melody that could make you feel like you are walking through a magical forest. It has a hint of mystery and adventure that could make you feel like a brave and adventurous film character, ready to explore the unknown."
Just Keep It Up - Dee Clark,"Just Keep It Up - Dee Clark has an upbeat, soulful vibe that will make you feel uplifted and motivated. It has a classic 1960s Motown sound that will make you feel like a cool, suave, and confident film character. The song will make you feel like a classic movie star, ready to take on any challenge and come out on top."
Revelations:  Visions In A Dream - Tom Cochrane,"Revelations: Visions In A Dream by Tom Cochrane has a dreamy, uplifting vibe. It has a gentle, reflective quality that could make you feel hopeful and inspired. It could make you feel like a character who is on an epic journey of self-discovery and growth, pushing through obstacles and ultimately achieving their goals."
Choro II - Charlie Byrd / Laurindo Almeida,"Choro II by Charlie Byrd and Laurindo Almeida has a very relaxed and laid-back vibe. It would make you feel like taking a leisurely stroll through a park or a garden on a sunny day. The music has a very calming and peaceful feeling to it, and it could make you feel like a character in a romantic comedy film, strolling through a park with a loved one, and taking in the beauty of the day."
Vendiste Los Gueyes -Maldita Miseria- - Mercedes Castro,"The song Vendiste Los Gueyes -Maldita Miseria- by Mercedes Castro has a very melancholic and reflective vibe. It creates an atmosphere of sadness and regret, making you feel like you're stuck in a moment of reflection and introspection. It could make you feel like a character in a film who is struggling to come to terms with a difficult past or a difficult decision they have made."
